,Gene Feature Name,Gene Common Name,MSN2 Number of Hits,MSN2 Total Sum of Scores,ROX1 Number of Hits,ROX1 Total Sum of Scores,Gene Description
S000002810,YDR402C,DIT2,5,43.288132190704346,1,8.3219280242919922,"N-formyltyrosine oxidase; sporulation-specific microsomal enzyme involved in the production of N,N-bisformyl dityrosine required for spore wall maturation, homologous to cytochrome P-450s; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively"
S000002811,YDR403W,DIT1,5,43.288132190704346,1,8.3219280242919922,Sporulation-specific enzyme required for spore wall maturation; involved in the production of a soluble LL-dityrosine-containing precursor of the spore wall; transcripts accumulate at the time of prospore enclosure
S000002818,YDR410C,STE14,5,44.573887825012207,1,12.199672698974609,"Farnesyl cysteine-carboxyl methyltransferase; mediates the carboxyl methylation step during C-terminal CAAX motif processing of a-factor and RAS proteins in the endoplasmic reticulum, localizes to the ER membrane"
S000007522,YBR085C-A,,8,68.400063037872314,1,11.392317771911621,Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and to the nucleus; protein abundance increases in response to DNA replication stress
S000007525,YNR034W-A,EGO4,7,60.936309337615967,2,17.299208164215088,"Protein of unknown function; expression is regulated by Msn2p/Msn4p; YNR034W-A has a paralog, YCR075W-A, that arose from the whole genome duplication"
S000002596,YDR188W,CCT6,2,15.455531597137451,2,28.498880386352539,"Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, essential protein that is required for the assembly of actin and tubulins in vivo; contains an ATP-binding motif"
S000000160,YBL064C,PRX1,3,21.633529663085938,1,13.036173820495605,Mitochondrial peroxiredoxin with thioredoxin peroxidase activity; has a role in reduction of hydroperoxides; reactivation requires Trr2p and glutathione; induced during respiratory growth and oxidative stress; phosphorylated; protein abundance increases in response to DNA replication stress
S000000360,YBR156C,SLI15,1,6.1779980659484863,1,11.936637878417969,"Subunit of the conserved chromosomal passenger complex (CPC); complex regulates kinetochore-microtubule attachments, activation of the spindle tension checkpoint, and mitotic spindle disassembly; other complex members are Ipl1p, Bir1p, and Nbl1p"
S000000364,YBR160W,CDC28,1,9.2775335311889648,1,12.714245796203613,"Cyclin-dependent kinase (CDK) catalytic subunit; master regulator of mitotic and meiotic cell cycles; alternately associates with G1, S, G2/M phase cyclins, which provide substrate specificity; regulates basal transcription, chromosome dynamics, growth, morphogenesis; transcript induction in osmostress involves antisense RNA; human homologs CDK1, CDK2, CDK3 can each complement yeast cdc28 thermosensitive mutants; human CDK1, CDK2 can each complement yeast cdc28 null mutant"
S000002929,YDR521W,,1,9.2775335311889648,1,12.714245796203613,Dubious ORF that overlaps YDR520C; mutant increases expression of PIS1 and RPL3 in glycerol
S000001417,YIL155C,GUT2,2,15.455531597137451,1,8.906890869140625,"Mitochondrial glycerol-3-phosphate dehydrogenase; expression is repressed by both glucose and cAMP and derepressed by non-fermentable carbon sources in a Snf1p, Rsf1p, Hap2/3/4/5 complex dependent manner"
S000004392,YLR400W,,8,60.915236473083496,1,10.392317771911621,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000004935,YMR316W,DIA1,1,8.3706436157226562,1,10.977279663085938,Protein of unknown function; involved in invasive and pseudohyphal growth; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern
S000001414,YIL152W,,8,66.586283206939697,1,7.3219280242919922,Putative protein of unknown function
S000004397,YLR405W,DUS4,2,17.648177146911621,1,14.521600723266602,"Dihydrouridine synthase; member of a widespread family of conserved proteins including Smm1p, Dus1p, and Dus3p"
S000001412,YIL150C,MCM10,5,41.474352359771729,1,16.106563568115234,Essential chromatin-associated protein; involved in the initiation of DNA replication; required for the association of the MCM2-7 complex with replication origins; required to stabilize the catalytic subunit of DNA polymerase-alpha
S000001411,YIL149C,MLP2,1,8.3706436157226562,1,7.3219280242919922,"Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved in the Tel1p pathway that controls telomere length; MLP2 has a paralog, MLP1, that arose from the whole genome duplication"
S000004394,YLR402W,,3,22.919285297393799,2,23.428491592407227,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000004429,YLR437C,DIF1,3,26.925710678100586,1,11.714245796203613,"Protein that regulates nuclear localization of Rnr2p and Rnr4p; phosphorylated by Dun1p in response to DNA damage and degraded; N-terminal half shows similarity to S. pombe Spd1 protein; DIF1 has a paralog, SML1, that arose from the whole genome duplication"
S000004428,YLR436C,ECM30,2,17.648177146911621,2,19.62113618850708,"Protein of unknown function; may play a role in cell wall biosynthesis, mutants have abormal relative levels of mannose and glucose and have Gap1p sorting and transport defects; (GFP)-fusion protein localizes to the cytoplasm"
S000004399,YLR407W,,1,6.1779980659484863,1,14.521600723266602,Putative protein of unknown function; null mutant displays elongated buds and a large fraction of budded cells have only one nucleus
S000004398,YLR406C,RPL31B,1,6.1779980659484863,2,25.136310577392578,"Ribosomal 60S subunit protein L31B; associates with karyopherin Sxm1p; loss of both Rpl31p and Rpl39p confers lethality; homologous to mammalian ribosomal protein L31, no bacterial homolog; RPL31B has a paralog, RPL31A, that arose from the whole genome duplication"
S000004938,YMR319C,FET4,3,26.925710678100586,1,10.614709854125977,Low-affinity Fe(II) transporter of the plasma membrane
S000005062,YNL118C,DCP2,1,9.2775335311889648,2,26.498880386352539,Catalytic subunit of Dcp1p-Dcp2p decapping enzyme complex; removes 5' cap structure from mRNAs prior to their degradation; also enters nucleus and positively regulates transcription initiation; nudix hydrolase family member; forms cytoplasmic foci upon DNA replication stress; human homolog DCP2 complements yeast dcp2 thermosensitive mutant
S000005060,YNL116W,DMA2,2,18.55506706237793,1,13.29920768737793,"Ubiquitin-protein ligase (E3); controls septin dynamics and spindle position checkpoint (SPOC) with ligase Dma1p by regulating recruitment of Elm1p to bud neck; regulates levels of eIF2 subunit Gcd11p, as well as abundance, localization, and ubiquitination of Cdk inhibitory kinase Swe1p; ortholog of human RNF8, similar to human Chfr; contains FHA and RING finger domains; DMA2 has a paralog, DMA1, that arose from the whole genome duplication"
S000004641,YMR038C,CCS1,1,6.1779980659484863,3,39.213125228881836,Copper chaperone for superoxide dismutase Sod1p; involved in oxidative stress protection; Met-X-Cys-X2-Cys motif within N-terminus is involved in insertion of copper into Sod1p under conditions of copper deprivation; required for regulation of yeast copper genes in response to DNA-damaging agents; protein abundance increases in response to DNA replication stress; human homolog CCS can complement yeast ccs1 null mutant
S000001703,YKL220C,FRE2,3,26.925710678100586,1,12.714245796203613,Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low iron levels but not by low copper levels
S000005068,YNL124W,NAF1,3,20.726639747619629,1,9.906890869140625,RNA-binding protein required for the assembly of box H/ACA snoRNPs; thus required for pre-rRNA processing; forms a complex with Shq1p and interacts with H/ACA snoRNP components Nhp2p and Cbf5p; similar to Gar1p
S000005069,YNL125C,ESBP6,3,20.726639747619629,1,9.906890869140625,"Protein with similarity to monocarboxylate permeases; appears not to be involved in transport of monocarboxylates such as lactate, pyruvate or acetate across the plasma membrane"
S000005464,YOL104C,NDJ1,1,8.3706436157226562,1,12.199672698974609,"Protein that regulates meiotic SPB cohesion and telomere clustering; localizes to both spindle pole bodies (SPBs) and telomeres; required for bouquet formation, effective homolog pairing, ordered cross-over distribution, sister chromatid cohesion at meiotic telomeres, chromosomal segregation and telomere-led rapid prophase movement"
S000005460,YOL100W,PKH2,2,15.455531597137451,2,19.521600723266602,"Serine/threonine protein kinase; involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p, components of signaling cascade required for maintenance of cell wall integrity; redundant with Pkh1p; PKH2 has a paralog, PKH1, that arose from the whole genome duplication"
S000005461,YOL101C,IZH4,1,6.1779980659484863,1,7.8073549270629883,"Membrane protein involved in zinc ion homeostasis; member of the four-protein IZH family; expression induced by fatty acids and altered zinc levels; deletion reduces sensitivity to excess zinc; possible role in sterol metabolism; protein increases in abundance and relocalizes from nucleus to ER upon DNA replication stress; IZH4 has a paralog, IZH1, that arose from the whole genome duplication"
S000001386,YIL124W,AYR1,6,52.944531440734863,1,11.714245796203613,"Bifunctional triacylglycerol lipase and 1-acyl DHAP reductase; NADPH-dependent 1-acyl dihydroxyacetone phosphate reductase involved in phosphatidic acid biosynthesis; lipid droplet triacylglycerol lipase involved in the mobilization of non-polar lipids; found in lipid particles, the endoplasmic reticulum and the mitochondrial outer membrane; required for spore germination; role in cell wall biosynthesis; capable of metabolizing steroid hormones; oleic acid inducible"
S000003857,YJR096W,,1,9.2775335311889648,2,30.043201446533203,Xylose and arabinose reductase; member of the aldo-keto reductase (AKR) family; GFP-fusion protein is induced in response to the DNA-damaging agent MMS
S000003856,YJR095W,SFC1,4,36.203244209289551,2,25.750419616699219,Mitochondrial succinate-fumarate transporter; transports succinate into and fumarate out of the mitochondrion; required for ethanol and acetate utilization
S000003851,YJR091C,JSN1,5,41.474352359771729,1,13.199672698974609,"Member of the Puf family of RNA-binding proteins; interacts with mRNAs encoding membrane-associated proteins; involved in localizing the Arp2/3 complex to mitochondria; overexpression causes increased sensitivity to benomyl; JSN1 has a paralog, PUF2, that arose from the whole genome duplication"
S000003852,YJR092W,BUD4,5,38.37481689453125,2,32.628164291381836,"Anillin-like protein involved in bud-site selection; required for the axial budding pattern; required for the formation and disassembly of the double septin ring structure, and generally for septin organization; functions as a platform linking the cytokinesis tag septins to the axial landmark through its multiple domains; in vivo substrate of Cdc28p/Clb2p"
S000003859,YJR098C,,1,9.2775335311889648,1,6.8073549270629883,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
S000001388,YIL126W,STH1,1,6.1779980659484863,1,15.521600723266602,ATPase component of the RSC chromatin remodeling complex; required for expression of early meiotic genes; promotes base excision repair in chromatin; essential helicase-related protein homologous to Snf2p
S000005607,YOR081C,TGL5,2,17.648177146911621,1,17.106563568115234,"Bifunctional triacylglycerol lipase and LPA acyltransferase; lipid particle-localized triacylglycerol (TAG) lipase involved in triacylglycerol mobilization; catalyzes acylation of lysophosphatidic acid (LPA); potential Cdc28p substrate; TGL5 has a paralog, TGL4, that arose from the whole genome duplication"
S000005604,YOR078W,BUD21,1,6.1779980659484863,2,16.299208164215088,Component of small ribosomal subunit (SSU) processosome; this complex contains U3 snoRNA; required at post-transcriptional step for efficient retrotransposition; absence results in decreased Ty1 Gag:GFP protein levels; originally isolated as bud-site selection mutant that displays a random budding pattern
